,year,disease,cdc_link
1483,2015,Tetanus,https://ndc.services.cdc.gov/conditions/tetanus/
1484,2015,Toxic shock syndrome (other than streptococcal),https://ndc.services.cdc.gov/conditions/toxic-shock-syndrome-other-than-streptococcal/
1485,2015,Trichinellosis,https://ndc.services.cdc.gov/conditions/trichinellosis/
1486,2015,Tuberculosis,https://ndc.services.cdc.gov/conditions/tuberculosis/
1487,2015,Tularemia,https://ndc.services.cdc.gov/conditions/tularemia/
1488,2015,Typhoid fever,https://ndc.services.cdc.gov/conditions/typhoid-fever/
1489,2015,Vancomycin-intermediate Staphylococcus aureus and Vancomycin-resistant Staphylococcus aureus,https://ndc.services.cdc.gov/conditions/vancomycin-intermediate-staphylococcus-aureus-and-vancomycin-resistant-staphylococcus-aureus/
1490,2015,Varicella,https://ndc.services.cdc.gov/conditions/varicella/
1491,2015,Varicella deaths,https://ndc.services.cdc.gov/conditions/varicella-deaths/
1492,2015,Vibriosis,https://ndc.services.cdc.gov/conditions/vibriosis/
1493,2015,Viral hemorrhagic fever,https://ndc.services.cdc.gov/conditions/viral-hemorrhagic-fever/
1494,2015,Crimean-Congo hemorrhagic fever virus,https://ndc.services.cdc.gov/conditions/crimean-congo-hemorrhagic-fever-virus/
1495,2015,Ebola virus,https://ndc.services.cdc.gov/conditions/ebola-virus/
1496,2015,Lassa virus,https://ndc.services.cdc.gov/conditions/lassa-virus/
1497,2015,Lujo virus,https://ndc.services.cdc.gov/conditions/lujo-virus/
1498,2015,Marburg virus,https://ndc.services.cdc.gov/conditions/marburg-virus/
1499,2015,New World arenavirus – Guanarito virus,https://ndc.services.cdc.gov/conditions/new-world-arenavirus-guanarito-virus/
1500,2015,New World arenavirus – Junin virus,https://ndc.services.cdc.gov/conditions/new-world-arenavirus-junin-virus/
1501,2015,New World arenavirus – Machupo virus,https://ndc.services.cdc.gov/conditions/new-world-arenavirus-machupo-virus/
1502,2015,New World arenavirus – Sabia virus,https://ndc.services.cdc.gov/conditions/new-world-arenavirus-sabia-virus/
1503,2015,Waterborne Disease Outbreak,https://ndc.services.cdc.gov/conditions/waterborne-disease-outbreak/
1504,2015,Yellow fever,https://ndc.services.cdc.gov/conditions/yellow-fever/
1505,2016,Anthrax,https://ndc.services.cdc.gov/conditions/anthrax/
1506,2016,"Arboviral diseases, neuroinvasive and non-neuroinvasive",https://ndc.services.cdc.gov/conditions/arboviral-diseases-neuroinvasive-and-non-neuroinvasive/
1507,2016,California serogroup virus diseases,https://ndc.services.cdc.gov/conditions/california-serogroup-virus-diseases/
1508,2016,Chikungunya virus disease,https://ndc.services.cdc.gov/conditions/chikungunya-virus-disease/
1509,2016,Eastern equine encephalitis virus disease,https://ndc.services.cdc.gov/conditions/eastern-equine-encephalitis-virus-disease/
1510,2016,Powassan virus disease,https://ndc.services.cdc.gov/conditions/powassan-virus-disease/
1511,2016,St. Louis encephalitis virus disease,https://ndc.services.cdc.gov/conditions/st-louis-encephalitis-virus-disease/
1512,2016,West Nile virus disease,https://ndc.services.cdc.gov/conditions/west-nile-virus-disease/
1513,2016,Western equine encephalitis virus disease,https://ndc.services.cdc.gov/conditions/western-equine-encephalitis-virus-disease/
1514,2016,Babesiosis,https://ndc.services.cdc.gov/conditions/babesiosis/
1515,2016,Botulism,https://ndc.services.cdc.gov/conditions/botulism/
1516,2016,"Botulism, foodborne",https://ndc.services.cdc.gov/conditions/botulism-foodborne/
1517,2016,"Botulism, infant",https://ndc.services.cdc.gov/conditions/botulism-infant/
1518,2016,"Botulism, other",https://ndc.services.cdc.gov/conditions/botulism-other/
1519,2016,"Botulism, wound",https://ndc.services.cdc.gov/conditions/botulism-wound/
1520,2016,Brucellosis,https://ndc.services.cdc.gov/conditions/brucellosis/
1521,2016,Campylobacteriosis,https://ndc.services.cdc.gov/conditions/campylobacteriosis/
1522,2016,Cancer,https://ndc.services.cdc.gov/conditions/cancer/
1523,2016,Carbon monoxide poisoning,https://ndc.services.cdc.gov/conditions/carbon-monoxide-poisoning/
1524,2016,Chancroid,https://ndc.services.cdc.gov/conditions/chancroid/
1525,2016,Chlamydia trachomatis infection,https://ndc.services.cdc.gov/conditions/chlamydia-trachomatis-infection/
1526,2016,Cholera,https://ndc.services.cdc.gov/conditions/cholera/
1527,2016,Coccidioidomycosis,https://ndc.services.cdc.gov/conditions/coccidioidomycosis/
1528,2016,Congenital syphilis,https://ndc.services.cdc.gov/conditions/congenital-syphilis/
1529,2016,Syphilitic stillbirth,https://ndc.services.cdc.gov/conditions/syphilitic-stillbirth/
1530,2016,Cryptosporidiosis,https://ndc.services.cdc.gov/conditions/cryptosporidiosis/
1531,2016,Cyclosporiasis,https://ndc.services.cdc.gov/conditions/cyclosporiasis/
1532,2016,Dengue virus infections,https://ndc.services.cdc.gov/conditions/dengue-virus-infections/
1533,2016,Dengue,https://ndc.services.cdc.gov/conditions/dengue/
1534,2016,Dengue-like illness,https://ndc.services.cdc.gov/conditions/dengue-like-illness/
1535,2016,Severe dengue,https://ndc.services.cdc.gov/conditions/severe-dengue/
1536,2016,Diphtheria,https://ndc.services.cdc.gov/conditions/diphtheria/
1537,2016,Ehrlichiosis and anaplasmosis,https://ndc.services.cdc.gov/conditions/ehrlichiosis-and-anaplasmosis/
1538,2016,Anaplasma phagocytophilum infection,https://ndc.services.cdc.gov/conditions/anaplasma-phagocytophilum-infection/
1539,2016,Ehrlichia chaffeensis infection,https://ndc.services.cdc.gov/conditions/ehrlichia-chaffeensis-infection/
1540,2016,Ehrlichia ewingii infection,https://ndc.services.cdc.gov/conditions/ehrlichia-ewingii-infection/
1541,2016,Undetermined human ehrlichiosis/anaplasmosis,https://ndc.services.cdc.gov/conditions/undetermined-human-ehrlichiosis-anaplasmosis/
1542,2016,Foodborne Disease Outbreak,https://ndc.services.cdc.gov/conditions/foodborne-disease-outbreak/
1543,2016,Giardiasis,https://ndc.services.cdc.gov/conditions/giardiasis/
1544,2016,Gonorrhea,https://ndc.services.cdc.gov/conditions/gonorrhea/
1545,2016,"Haemophilus influenzae, invasive disease",https://ndc.services.cdc.gov/conditions/haemophilus-influenzae-invasive-disease/
1546,2016,Hansen's disease,https://ndc.services.cdc.gov/conditions/hansens-disease/
1547,2016,"Hantavirus infection, non-Hantavirus pulmonary syndrome",https://ndc.services.cdc.gov/conditions/hantavirus-infection-non-hantavirus-pulmonary-syndrome/
1548,2016,Hantavirus pulmonary syndrome,https://ndc.services.cdc.gov/conditions/hantavirus-pulmonary-syndrome/
1549,2016,"Hemolytic uremic syndrome, post-diarrheal",https://ndc.services.cdc.gov/conditions/hemolytic-uremic-syndrome-post-diarrheal/
1550,2016,"Hepatitis A, acute",https://ndc.services.cdc.gov/conditions/hepatitis-a-acute/
1551,2016,"Hepatitis B, acute",https://ndc.services.cdc.gov/conditions/hepatitis-b-acute-historical-version/
1552,2016,"Hepatitis B, chronic",https://ndc.services.cdc.gov/conditions/hepatitis-b-chronic-historical-version/
1553,2016,"Hepatitis B, perinatal infection",https://ndc.services.cdc.gov/conditions/hepatitis-b-perinatal-virus-infection/
1554,2016,"Hepatitis C, acute",https://ndc.services.cdc.gov/conditions/hepatitis-c-acute/
1555,2016,"Hepatitis C, chronic",https://ndc.services.cdc.gov/conditions/hepatitis-c-chronic/
1556,2016,HIV infection (AIDS has been reclassified as HIV Stage III),https://ndc.services.cdc.gov/conditions/hiv-infection-aids-has-been-reclassified-as-hiv-stage-iii/
1557,2016,Influenza-associated pediatric mortality,https://ndc.services.cdc.gov/conditions/influenza-associated-pediatric-mortality/
1558,2016,Invasive pneumococcal disease,https://ndc.services.cdc.gov/conditions/invasive-pneumococcal-disease/
1559,2016,"Lead, elevated blood levels",https://ndc.services.cdc.gov/conditions/lead-elevated-blood-levels/
1560,2016,"Lead, elevated blood levels, adult (≥16 Years)",https://ndc.services.cdc.gov/conditions/lead-elevated-blood-levels-adult/
1561,2016,"Lead, elevated blood levels, children (<16 Years)",https://ndc.services.cdc.gov/conditions/lead-elevated-blood-levels-children/
1562,2016,Legionellosis,https://ndc.services.cdc.gov/conditions/legionellosis/
1563,2016,Leptospirosis,https://ndc.services.cdc.gov/conditions/leptospirosis/
1564,2016,Listeriosis,https://ndc.services.cdc.gov/conditions/listeriosis/
1565,2016,Lyme disease,https://ndc.services.cdc.gov/conditions/lyme-disease/
1566,2016,Malaria,https://ndc.services.cdc.gov/conditions/malaria/
1567,2016,Measles,https://ndc.services.cdc.gov/conditions/measles/
1568,2016,Meningococcal disease,https://ndc.services.cdc.gov/conditions/meningococcal-disease/
1569,2016,Mumps,https://ndc.services.cdc.gov/conditions/mumps/
1570,2016,Novel influenza A virus infections,https://ndc.services.cdc.gov/conditions/novel-influenza-a-virus-infections/
1571,2016,Pertussis,https://ndc.services.cdc.gov/conditions/pertussis/
1572,2016,"Pesticide-related illness and injury, acute",https://ndc.services.cdc.gov/conditions/pesticide-related-illness-and-injury-acute/
1573,2016,Plague,https://ndc.services.cdc.gov/conditions/plague/
1574,2016,"Poliomyelitis, paralytic",https://ndc.services.cdc.gov/conditions/poliomyelitis-paralytic/
1575,2016,"Poliovirus infection, nonparalytic",https://ndc.services.cdc.gov/conditions/poliovirus-infection-nonparalytic/
1576,2016,Psittacosis,https://ndc.services.cdc.gov/conditions/psittacosis/
1577,2016,Q fever,https://ndc.services.cdc.gov/conditions/q-fever/
1578,2016,"Q fever, acute",https://ndc.services.cdc.gov/conditions/q-fever-acute/
1579,2016,"Q fever, chronic",https://ndc.services.cdc.gov/conditions/q-fever-chronic/
1580,2016,"Rabies, animal",https://ndc.services.cdc.gov/conditions/rabies-animal/
1581,2016,"Rabies, human",https://ndc.services.cdc.gov/conditions/rabies-human/
1582,2016,Rubella,https://ndc.services.cdc.gov/conditions/rubella/
1583,2016,"Rubella, congenital syndrome",https://ndc.services.cdc.gov/conditions/rubella-congenital-syndrome/
1584,2016,Salmonellosis,https://ndc.services.cdc.gov/conditions/salmonellosis/
1585,2016,Severe acute respiratory syndrome-associated coronavirus disease,https://ndc.services.cdc.gov/conditions/severe-acute-respiratory-syndrome-associated-coronavirus-disease/
1586,2016,Shiga toxin-producing Escherichia coli,https://ndc.services.cdc.gov/conditions/shiga-toxin-producing-escherichia-coli/
1587,2016,Shigellosis,https://ndc.services.cdc.gov/conditions/shigellosis/
1588,2016,Silicosis,https://ndc.services.cdc.gov/conditions/silicosis/
1589,2016,Smallpox,https://ndc.services.cdc.gov/conditions/smallpox/
1590,2016,Spotted fever rickettsiosis,https://ndc.services.cdc.gov/conditions/spotted-fever-rickettsiosis/
1591,2016,Streptococcal toxic shock syndrome,https://ndc.services.cdc.gov/conditions/streptococcal-toxic-shock-syndrome/
1592,2016,Syphilis,https://ndc.services.cdc.gov/conditions/syphilis/
1593,2016,"Syphilis, early latent",https://ndc.services.cdc.gov/conditions/syphilis-early-latent/
1594,2016,"Syphilis, late latent",https://ndc.services.cdc.gov/conditions/syphilis-late-latent/
1595,2016,"Syphilis, late with clinical manifestations (including late benign syphilis and cardiovascular syphilis)",https://ndc.services.cdc.gov/conditions/syphilis-late-with-clinical-manifestations-including-late-benign-syphilis-and-cardiovascular-syphilis/
1596,2016,"Syphilis, primary",https://ndc.services.cdc.gov/conditions/syphilis-primary/
1597,2016,"Syphilis, secondary",https://ndc.services.cdc.gov/conditions/syphilis-secondary/
1598,2016,Tetanus,https://ndc.services.cdc.gov/conditions/tetanus/
1599,2016,Toxic shock syndrome (other than streptococcal),https://ndc.services.cdc.gov/conditions/toxic-shock-syndrome-other-than-streptococcal/
1600,2016,Trichinellosis,https://ndc.services.cdc.gov/conditions/trichinellosis/
1601,2016,Tuberculosis,https://ndc.services.cdc.gov/conditions/tuberculosis/
1602,2016,Tularemia,https://ndc.services.cdc.gov/conditions/tularemia/
1603,2016,Typhoid fever,https://ndc.services.cdc.gov/conditions/typhoid-fever/
1604,2016,Vancomycin-intermediate Staphylococcus aureus and Vancomycin-resistant Staphylococcus aureus,https://ndc.services.cdc.gov/conditions/vancomycin-intermediate-staphylococcus-aureus-and-vancomycin-resistant-staphylococcus-aureus/
1605,2016,Varicella,https://ndc.services.cdc.gov/conditions/varicella/
1606,2016,Varicella deaths,https://ndc.services.cdc.gov/conditions/varicella-deaths/
1607,2016,Vibriosis,https://ndc.services.cdc.gov/conditions/vibriosis/
1608,2016,Viral hemorrhagic fever,https://ndc.services.cdc.gov/conditions/viral-hemorrhagic-fever/
1609,2016,Crimean-Congo hemorrhagic fever virus,https://ndc.services.cdc.gov/conditions/crimean-congo-hemorrhagic-fever-virus/
1610,2016,Ebola virus,https://ndc.services.cdc.gov/conditions/ebola-virus/
1611,2016,Lassa virus,https://ndc.services.cdc.gov/conditions/lassa-virus/
1612,2016,Lujo virus,https://ndc.services.cdc.gov/conditions/lujo-virus/
1613,2016,Marburg virus,https://ndc.services.cdc.gov/conditions/marburg-virus/
1614,2016,New World arenavirus – Guanarito virus,https://ndc.services.cdc.gov/conditions/new-world-arenavirus-guanarito-virus/
1615,2016,New World arenavirus – Junin virus,https://ndc.services.cdc.gov/conditions/new-world-arenavirus-junin-virus/
1616,2016,New World arenavirus – Machupo virus,https://ndc.services.cdc.gov/conditions/new-world-arenavirus-machupo-virus/
1617,2016,New World arenavirus – Sabia virus,https://ndc.services.cdc.gov/conditions/new-world-arenavirus-sabia-virus/
1618,2016,Waterborne Disease Outbreak,https://ndc.services.cdc.gov/conditions/waterborne-disease-outbreak/
1619,2016,Yellow fever,https://ndc.services.cdc.gov/conditions/yellow-fever/
1620,2016,Zika virus disease and Zika virus infection,https://ndc.services.cdc.gov/conditions/zika-virus-disease-and-zika-virus-infection/
1621,2016,"Zika virus disease, congenital",https://ndc.services.cdc.gov/conditions/zika-virus-disease-congenital/
1622,2016,"Zika virus disease, non-congenital",https://ndc.services.cdc.gov/conditions/zika-virus-disease-non-congenital/
1623,2016,"Zika virus infection, congenital",https://ndc.services.cdc.gov/conditions/zika-virus-infection-congenital/
1624,2016,"Zika virus infection, non-congenital",https://ndc.services.cdc.gov/conditions/zika-virus-infection-non-congenital/
1625,2017,Anthrax,https://ndc.services.cdc.gov/conditions/anthrax/
1626,2017,"Arboviral diseases, neuroinvasive and non-neuroinvasive",https://ndc.services.cdc.gov/conditions/arboviral-diseases-neuroinvasive-and-non-neuroinvasive/
1627,2017,California serogroup virus diseases,https://ndc.services.cdc.gov/conditions/california-serogroup-virus-diseases/
1628,2017,Chikungunya virus disease,https://ndc.services.cdc.gov/conditions/chikungunya-virus-disease/
1629,2017,Eastern equine encephalitis virus disease,https://ndc.services.cdc.gov/conditions/eastern-equine-encephalitis-virus-disease/
1630,2017,Powassan virus disease,https://ndc.services.cdc.gov/conditions/powassan-virus-disease/
1631,2017,St. Louis encephalitis virus disease,https://ndc.services.cdc.gov/conditions/st-louis-encephalitis-virus-disease/
1632,2017,West Nile virus disease,https://ndc.services.cdc.gov/conditions/west-nile-virus-disease/
1633,2017,Western equine encephalitis virus disease,https://ndc.services.cdc.gov/conditions/western-equine-encephalitis-virus-disease/
1634,2017,Babesiosis,https://ndc.services.cdc.gov/conditions/babesiosis/
1635,2017,Botulism,https://ndc.services.cdc.gov/conditions/botulism/
1636,2017,"Botulism, foodborne",https://ndc.services.cdc.gov/conditions/botulism-foodborne/
1637,2017,"Botulism, infant",https://ndc.services.cdc.gov/conditions/botulism-infant/
1638,2017,"Botulism, other",https://ndc.services.cdc.gov/conditions/botulism-other/
1639,2017,"Botulism, wound",https://ndc.services.cdc.gov/conditions/botulism-wound/
1640,2017,Brucellosis,https://ndc.services.cdc.gov/conditions/brucellosis/
1641,2017,Campylobacteriosis,https://ndc.services.cdc.gov/conditions/campylobacteriosis/
1642,2017,Cancer,https://ndc.services.cdc.gov/conditions/cancer/
1643,2017,Carbon monoxide poisoning,https://ndc.services.cdc.gov/conditions/carbon-monoxide-poisoning/
1644,2017,Chancroid,https://ndc.services.cdc.gov/conditions/chancroid/
1645,2017,Chlamydia trachomatis infection,https://ndc.services.cdc.gov/conditions/chlamydia-trachomatis-infection/
1646,2017,Cholera,https://ndc.services.cdc.gov/conditions/cholera/
1647,2017,Coccidioidomycosis,https://ndc.services.cdc.gov/conditions/coccidioidomycosis/
1648,2017,Congenital syphilis,https://ndc.services.cdc.gov/conditions/congenital-syphilis/
1649,2017,Syphilitic stillbirth,https://ndc.services.cdc.gov/conditions/syphilitic-stillbirth/
1650,2017,Cryptosporidiosis,https://ndc.services.cdc.gov/conditions/cryptosporidiosis/
1651,2017,Cyclosporiasis,https://ndc.services.cdc.gov/conditions/cyclosporiasis/
1652,2017,Dengue virus infections,https://ndc.services.cdc.gov/conditions/dengue-virus-infections/
1653,2017,Dengue,https://ndc.services.cdc.gov/conditions/dengue/
1654,2017,Dengue-like illness,https://ndc.services.cdc.gov/conditions/dengue-like-illness/
1655,2017,Severe dengue,https://ndc.services.cdc.gov/conditions/severe-dengue/
1656,2017,Diphtheria,https://ndc.services.cdc.gov/conditions/diphtheria/
1657,2017,Ehrlichiosis and anaplasmosis,https://ndc.services.cdc.gov/conditions/ehrlichiosis-and-anaplasmosis/
1658,2017,Anaplasma phagocytophilum infection,https://ndc.services.cdc.gov/conditions/anaplasma-phagocytophilum-infection/
1659,2017,Ehrlichia chaffeensis infection,https://ndc.services.cdc.gov/conditions/ehrlichia-chaffeensis-infection/
1660,2017,Ehrlichia ewingii infection,https://ndc.services.cdc.gov/conditions/ehrlichia-ewingii-infection/
1661,2017,Undetermined human ehrlichiosis/anaplasmosis,https://ndc.services.cdc.gov/conditions/undetermined-human-ehrlichiosis-anaplasmosis/
1662,2017,Foodborne Disease Outbreak,https://ndc.services.cdc.gov/conditions/foodborne-disease-outbreak/
1663,2017,Giardiasis,https://ndc.services.cdc.gov/conditions/giardiasis/
1664,2017,Gonorrhea,https://ndc.services.cdc.gov/conditions/gonorrhea/
1665,2017,"Haemophilus influenzae, invasive disease",https://ndc.services.cdc.gov/conditions/haemophilus-influenzae-invasive-disease/
1666,2017,Hansen's disease,https://ndc.services.cdc.gov/conditions/hansens-disease/
1667,2017,"Hantavirus infection, non-Hantavirus pulmonary syndrome",https://ndc.services.cdc.gov/conditions/hantavirus-infection-non-hantavirus-pulmonary-syndrome/
1668,2017,Hantavirus pulmonary syndrome,https://ndc.services.cdc.gov/conditions/hantavirus-pulmonary-syndrome/
1669,2017,"Hemolytic uremic syndrome, post-diarrheal",https://ndc.services.cdc.gov/conditions/hemolytic-uremic-syndrome-post-diarrheal/
1670,2017,"Hepatitis A, acute",https://ndc.services.cdc.gov/conditions/hepatitis-a-acute/
1671,2017,"Hepatitis B, acute",https://ndc.services.cdc.gov/conditions/hepatitis-b-acute-historical-version/
1672,2017,"Hepatitis B, chronic",https://ndc.services.cdc.gov/conditions/hepatitis-b-chronic-historical-version/
1673,2017,"Hepatitis B, perinatal infection",https://ndc.services.cdc.gov/conditions/hepatitis-b-perinatal-virus-infection/
1674,2017,"Hepatitis C, acute",https://ndc.services.cdc.gov/conditions/hepatitis-c-acute/
1675,2017,"Hepatitis C, chronic",https://ndc.services.cdc.gov/conditions/hepatitis-c-chronic/
1676,2017,HIV infection (AIDS has been reclassified as HIV Stage III),https://ndc.services.cdc.gov/conditions/hiv-infection-aids-has-been-reclassified-as-hiv-stage-iii/
1677,2017,Influenza-associated pediatric mortality,https://ndc.services.cdc.gov/conditions/influenza-associated-pediatric-mortality/
1678,2017,Invasive pneumococcal disease,https://ndc.services.cdc.gov/conditions/invasive-pneumococcal-disease/
1679,2017,"Lead, elevated blood levels",https://ndc.services.cdc.gov/conditions/lead-elevated-blood-levels/
1680,2017,"Lead, elevated blood levels, adult (≥16 Years)",https://ndc.services.cdc.gov/conditions/lead-elevated-blood-levels-adult/
1681,2017,"Lead, elevated blood levels, children (<16 Years)",https://ndc.services.cdc.gov/conditions/lead-elevated-blood-levels-children/
1682,2017,Legionellosis,https://ndc.services.cdc.gov/conditions/legionellosis/
1683,2017,Leptospirosis,https://ndc.services.cdc.gov/conditions/leptospirosis/
1684,2017,Listeriosis,https://ndc.services.cdc.gov/conditions/listeriosis/
1685,2017,Lyme disease,https://ndc.services.cdc.gov/conditions/lyme-disease/
1686,2017,Malaria,https://ndc.services.cdc.gov/conditions/malaria/
1687,2017,Measles,https://ndc.services.cdc.gov/conditions/measles/
1688,2017,Meningococcal disease,https://ndc.services.cdc.gov/conditions/meningococcal-disease/
1689,2017,Mumps,https://ndc.services.cdc.gov/conditions/mumps/
1690,2017,Novel influenza A virus infections,https://ndc.services.cdc.gov/conditions/novel-influenza-a-virus-infections/
1691,2017,Pertussis,https://ndc.services.cdc.gov/conditions/pertussis/
1692,2017,"Pesticide-related illness and injury, acute",https://ndc.services.cdc.gov/conditions/pesticide-related-illness-and-injury-acute/
1693,2017,Plague,https://ndc.services.cdc.gov/conditions/plague/
1694,2017,"Poliomyelitis, paralytic",https://ndc.services.cdc.gov/conditions/poliomyelitis-paralytic/
1695,2017,"Poliovirus infection, nonparalytic",https://ndc.services.cdc.gov/conditions/poliovirus-infection-nonparalytic/
1696,2017,Psittacosis,https://ndc.services.cdc.gov/conditions/psittacosis/
1697,2017,Q fever,https://ndc.services.cdc.gov/conditions/q-fever/
1698,2017,"Q fever, acute",https://ndc.services.cdc.gov/conditions/q-fever-acute/
1699,2017,"Q fever, chronic",https://ndc.services.cdc.gov/conditions/q-fever-chronic/
1700,2017,"Rabies, animal",https://ndc.services.cdc.gov/conditions/rabies-animal/
1701,2017,"Rabies, human",https://ndc.services.cdc.gov/conditions/rabies-human/
1702,2017,Rubella,https://ndc.services.cdc.gov/conditions/rubella/
1703,2017,"Rubella, congenital syndrome",https://ndc.services.cdc.gov/conditions/rubella-congenital-syndrome/
1704,2017,Salmonellosis,https://ndc.services.cdc.gov/conditions/salmonellosis/
1705,2017,Severe acute respiratory syndrome-associated coronavirus disease,https://ndc.services.cdc.gov/conditions/severe-acute-respiratory-syndrome-associated-coronavirus-disease/
1706,2017,Shiga toxin-producing Escherichia coli,https://ndc.services.cdc.gov/conditions/shiga-toxin-producing-escherichia-coli/
1707,2017,Shigellosis,https://ndc.services.cdc.gov/conditions/shigellosis/
1708,2017,Silicosis,https://ndc.services.cdc.gov/conditions/silicosis/
1709,2017,Smallpox,https://ndc.services.cdc.gov/conditions/smallpox/
1710,2017,Spotted fever rickettsiosis,https://ndc.services.cdc.gov/conditions/spotted-fever-rickettsiosis/
1711,2017,Streptococcal toxic shock syndrome,https://ndc.services.cdc.gov/conditions/streptococcal-toxic-shock-syndrome/
1712,2017,Syphilis,https://ndc.services.cdc.gov/conditions/syphilis/
1713,2017,"Syphilis, early latent",https://ndc.services.cdc.gov/conditions/syphilis-early-latent/
1714,2017,"Syphilis, late latent",https://ndc.services.cdc.gov/conditions/syphilis-late-latent/
1715,2017,"Syphilis, late with clinical manifestations (including late benign syphilis and cardiovascular syphilis)",https://ndc.services.cdc.gov/conditions/syphilis-late-with-clinical-manifestations-including-late-benign-syphilis-and-cardiovascular-syphilis/
1716,2017,"Syphilis, primary",https://ndc.services.cdc.gov/conditions/syphilis-primary/
1717,2017,"Syphilis, secondary",https://ndc.services.cdc.gov/conditions/syphilis-secondary/
1718,2017,Tetanus,https://ndc.services.cdc.gov/conditions/tetanus/
1719,2017,Toxic shock syndrome (other than streptococcal),https://ndc.services.cdc.gov/conditions/toxic-shock-syndrome-other-than-streptococcal/
1720,2017,Trichinellosis,https://ndc.services.cdc.gov/conditions/trichinellosis/
1721,2017,Tuberculosis,https://ndc.services.cdc.gov/conditions/tuberculosis/
1722,2017,Tularemia,https://ndc.services.cdc.gov/conditions/tularemia/
1723,2017,Typhoid fever,https://ndc.services.cdc.gov/conditions/typhoid-fever/
1724,2017,Vancomycin-intermediate Staphylococcus aureus and Vancomycin-resistant Staphylococcus aureus,https://ndc.services.cdc.gov/conditions/vancomycin-intermediate-staphylococcus-aureus-and-vancomycin-resistant-staphylococcus-aureus/
1725,2017,Varicella,https://ndc.services.cdc.gov/conditions/varicella/
1726,2017,Varicella deaths,https://ndc.services.cdc.gov/conditions/varicella-deaths/
1727,2017,Vibriosis,https://ndc.services.cdc.gov/conditions/vibriosis/
1728,2017,Viral hemorrhagic fever,https://ndc.services.cdc.gov/conditions/viral-hemorrhagic-fever/
1729,2017,Crimean-Congo hemorrhagic fever virus,https://ndc.services.cdc.gov/conditions/crimean-congo-hemorrhagic-fever-virus/
1730,2017,Ebola virus,https://ndc.services.cdc.gov/conditions/ebola-virus/
1731,2017,Lassa virus,https://ndc.services.cdc.gov/conditions/lassa-virus/
1732,2017,Lujo virus,https://ndc.services.cdc.gov/conditions/lujo-virus/
1733,2017,Marburg virus,https://ndc.services.cdc.gov/conditions/marburg-virus/
1734,2017,New World arenavirus – Guanarito virus,https://ndc.services.cdc.gov/conditions/new-world-arenavirus-guanarito-virus/
1735,2017,New World arenavirus – Junin virus,https://ndc.services.cdc.gov/conditions/new-world-arenavirus-junin-virus/
1736,2017,New World arenavirus – Machupo virus,https://ndc.services.cdc.gov/conditions/new-world-arenavirus-machupo-virus/
1737,2017,New World arenavirus – Sabia virus,https://ndc.services.cdc.gov/conditions/new-world-arenavirus-sabia-virus/
1738,2017,Waterborne Disease Outbreak,https://ndc.services.cdc.gov/conditions/waterborne-disease-outbreak/
1739,2017,Yellow fever,https://ndc.services.cdc.gov/conditions/yellow-fever/
1740,2017,Zika virus disease and Zika virus infection,https://ndc.services.cdc.gov/conditions/zika-virus-disease-and-zika-virus-infection/
1741,2017,"Zika virus disease, congenital",https://ndc.services.cdc.gov/conditions/zika-virus-disease-congenital/
1742,2017,"Zika virus disease, non-congenital",https://ndc.services.cdc.gov/conditions/zika-virus-disease-non-congenital/
1743,2017,"Zika virus infection, congenital",https://ndc.services.cdc.gov/conditions/zika-virus-infection-congenital/
1744,2017,"Zika virus infection, non-congenital",https://ndc.services.cdc.gov/conditions/zika-virus-infection-non-congenital/
1745,2018,Anthrax,https://ndc.services.cdc.gov/conditions/anthrax/
1746,2018,"Arboviral diseases, neuroinvasive and non-neuroinvasive",https://ndc.services.cdc.gov/conditions/arboviral-diseases-neuroinvasive-and-non-neuroinvasive/
1747,2018,California serogroup virus diseases,https://ndc.services.cdc.gov/conditions/california-serogroup-virus-diseases/
1748,2018,Chikungunya virus disease,https://ndc.services.cdc.gov/conditions/chikungunya-virus-disease/
1749,2018,Eastern equine encephalitis virus disease,https://ndc.services.cdc.gov/conditions/eastern-equine-encephalitis-virus-disease/
1750,2018,Powassan virus disease,https://ndc.services.cdc.gov/conditions/powassan-virus-disease/
1751,2018,St. Louis encephalitis virus disease,https://ndc.services.cdc.gov/conditions/st-louis-encephalitis-virus-disease/
1752,2018,West Nile virus disease,https://ndc.services.cdc.gov/conditions/west-nile-virus-disease/
1753,2018,Western equine encephalitis virus disease,https://ndc.services.cdc.gov/conditions/western-equine-encephalitis-virus-disease/
1754,2018,Babesiosis,https://ndc.services.cdc.gov/conditions/babesiosis/
1755,2018,Botulism,https://ndc.services.cdc.gov/conditions/botulism/
1756,2018,"Botulism, foodborne",https://ndc.services.cdc.gov/conditions/botulism-foodborne/
1757,2018,"Botulism, infant",https://ndc.services.cdc.gov/conditions/botulism-infant/
1758,2018,"Botulism, other",https://ndc.services.cdc.gov/conditions/botulism-other/
1759,2018,"Botulism, wound",https://ndc.services.cdc.gov/conditions/botulism-wound/
1760,2018,Brucellosis,https://ndc.services.cdc.gov/conditions/brucellosis/
1761,2018,Campylobacteriosis,https://ndc.services.cdc.gov/conditions/campylobacteriosis/
1762,2018,Cancer,https://ndc.services.cdc.gov/conditions/cancer/
